Name,Character Id,Level,Power,Stars,Red Stars,Gear Tier,Basic,Special,Ultimate,Passive,ISO Class,ISO Matrix,Striker,Fortifier,Healer,Raider,Skirmisher,ISO Health,ISO Damage,ISO Armor,ISO Focus,ISO Resist
Chaos Hurricane,IronheartMCU,95,422606,7,9,18,7,6,6,5,skirmisher,purple,8,,,,10,,,,,
Chaos Hurricane,GreenGoblinGlider,100,671327,7,9,18,8,7,8,6,raider,purple,,,,11,,2,2,1,2,1
Chaos Hurricane,BlackCat,100,751850,7,9,19,8,7,8,6,striker,purple,11,,,,,1,2,2,3,2
Chaos Hurricane,KravenTheHunter,50,47360,7,7,9,5,5,5,3,skirmisher,,,,,5,5,5,5,5,5,5
Chaos Hurricane,Apocalypse,100,732894,7,9,18,8,8,8,6,healer,purple,,,12,,,2,2,2,3,2
Chaos Hurricane,Darkhawk,95,334425,7,7,18,7,6,6,4,skirmisher,blue,,,,4,9,4,4,4,4,4
Chaos Hurricane,SpiderSlayer,70,117211,7,8,13,7,6,6,4,striker,,5,,,,,5,5,5,5,5
Chaos Hurricane,Nightcrawler,100,790566,7,10,19,7,7,7,5,raider,purple,8,,,11,10,1,2,2,2,2
Chaos Hurricane,Lizard,80,165962,7,7,15,6,6,6,4,skirmisher,blue,,,,,8,3,4,4,4,4
Chaos Hurricane,Forge,100,532960,7,8,18,7,6,7,5,healer,purple,,,10,,,,,,,
Chaos Hurricane,Sunspot,100,703639,7,10,19,7,7,7,5,striker,purple,11,,,,,1,2,2,1,1
Chaos Hurricane,SymbioteSilverSurfer,95,456314,7,8,18,7,6,7,5,healer,purple,,,10,,5,,,,,
Chaos Hurricane,Gwenom,100,573583,7,9,18,7,6,6,4,raider,purple,,,,11,,1,1,1,2,1
Chaos Hurricane,RedGoblin,100,524502,7,8,18,7,7,6,4,healer,purple,,,10,,,,,,,
Chaos Hurricane,BlackKnight,85,190749,7,4,16,6,6,6,4,skirmisher,purple,,,,,10,,,,,
Chaos Hurricane,StarBrand,95,459110,7,10,18,6,6,6,4,raider,purple,5,5,5,10,5,,,,,
Chaos Hurricane,IronPatriot,100,560420,7,8,18,7,6,6,4,raider,purple,5,5,5,10,5,,,,,
Chaos Hurricane,CosmicGhostRider,60,83468,7,7,11,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Chaos Hurricane,TheLeader,91,285458,7,7,17,6,6,6,4,healer,purple,5,5,10,5,5,,,,,
Chaos Hurricane,PeterBParker,100,782196,7,10,19,7,7,7,5,healer,purple,,,10,,,1,2,1,1,1
Chaos Hurricane,SpiderManPavitr,100,623423,7,8,19,7,7,6,5,striker,purple,10,,,,,1,1,1,1,1
Chaos Hurricane,PeniParker,100,689737,7,9,19,7,7,6,5,striker,purple,10,,,,,1,,,1,1
Chaos Hurricane,PandaPool,100,689900,7,10,18,7,7,7,5,skirmisher,purple,,,,,11,1,2,1,2,2
Chaos Hurricane,OldManLogan,100,399022,4,4,18,7,7,8,5,striker,purple,10,,,,,,,,,
Chaos Hurricane,Daken,100,603544,7,7,18,7,7,7,5,raider,purple,,,,12,,2,2,2,2,2
Chaos Hurricane,Northstar,100,619351,7,8,18,7,7,7,5,raider,purple,,,,10,,,,,,
Chaos Hurricane,Guardian,100,677638,7,8,19,7,6,6,5,striker,purple,12,,,,5,2,2,2,2,2
Chaos Hurricane,Sasquatch,100,606166,7,10,18,7,6,6,5,skirmisher,purple,,,,,10,,,,,
Chaos Hurricane,HankPym,100,681095,7,10,19,7,6,6,4,healer,purple,5,,11,,,2,1,2,1,2
Chaos Hurricane,BlackPantherShuri,100,550502,7,7,18,7,6,6,4,raider,purple,,,,11,,2,2,2,2,1
Chaos Hurricane,CaptainBritain,100,275534,3,3,18,6,6,6,4,striker,purple,10,,,,,,,,,
Chaos Hurricane,Ares,100,699561,7,7,18,6,6,6,4,striker,purple,11,,,,,3,1,2,1,2
Chaos Hurricane,Gladiator,100,668113,6,6,19,7,6,6,5,fortifier,purple,,12,,,,2,2,2,2,2
Chaos Hurricane,Gorr,100,647917,5,5,19,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Chaos Hurricane,ThanosEndgame,100,624302,5,5,19,7,6,6,5,striker,purple,12,,,,,3,3,3,3,3
Chaos Hurricane,SuperSkrull,85,204757,7,4,16,6,6,6,4,striker,purple,10,,,,,,,,,
Chaos Hurricane,Sentinel,100,602698,5,5,19,7,7,7,5,skirmisher,purple,1,,,,11,1,2,2,2,2
Chaos Hurricane,Nimrod,100,580879,4,4,19,7,7,7,5,raider,purple,,,,12,,2,2,2,2,3
Chaos Hurricane,OmegaSentinel,100,469086,4,4,18,7,6,6,4,skirmisher,purple,,,,,12,3,3,2,2,3
Chaos Hurricane,Blade,100,566193,5,5,18,8,6,6,4,striker,purple,11,,,,,1,1,1,1,1
Chaos Hurricane,Oath,100,389178,3,3,18,7,6,6,4,raider,purple,,,,10,,,,,,
Chaos Hurricane,ManThing,100,407937,4,4,18,6,6,6,4,fortifier,purple,,10,,,,,,,,
Chaos Hurricane,ZombieScarletWitch,85,142422,2,,16,7,6,6,4,raider,purple,,,,10,,,,,,
Marley walker,ShieldSupport_Heal,60,57950,7,5,11,6,6,,4,healer,,,,5,,,5,5,5,5,5
Marley walker,SpiderMan,75,135684,7,7,14,6,6,6,4,raider,blue,,,,9,4,4,4,4,4,4
Marley walker,LukeCage,85,191401,7,7,16,6,7,6,5,raider,blue,,,,8,,3,3,3,3,3
Marley walker,Punisher,85,179212,7,7,16,7,6,6,5,raider,blue,,,,7,,2,2,2,2,2
Marley walker,Elektra,65,83973,7,7,12,6,6,6,4,raider,,,,,4,,4,4,4,4,4
Marley walker,Crossbones,76,133028,7,7,14,7,6,6,5,striker,blue,7,,,,,2,2,2,2,2
Marley walker,ShieldSupport_Stealth,65,75622,7,6,12,6,6,,4,fortifier,,,5,,,,5,5,5,5,5
Marley walker,HandDmg_Unbuff,60,58065,7,5,11,6,6,,4,fortifier,,,5,,,,5,5,5,5,5
Marley walker,Wolverine,96,504901,7,8,18,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Marley walker,Bullseye,60,64278,7,6,11,6,6,6,4,striker,,3,,,,,4,4,4,4,3
Marley walker,RavagerTank_Taunt,65,67012,7,5,12,6,6,,4,skirmisher,,,,,,4,4,4,5,4,4
Marley walker,HydraDmg_Buff,60,59871,7,6,11,6,6,,4,striker,,3,,,,,3,3,3,3,4
Marley walker,AimTank_Taunt,60,59166,7,5,11,6,6,,4,raider,,,,,5,,5,5,5,5,5
Marley walker,JessicaJones,80,171650,7,7,15,7,6,6,4,skirmisher,blue,5,,,,8,3,3,3,3,3
Marley walker,Drax,60,60211,7,5,11,6,6,6,4,raider,,,,,3,,4,3,4,3,4
Marley walker,BaronMordo,80,185733,7,7,15,7,7,7,5,healer,blue,,,9,,,4,4,4,4,4
Marley walker,HydraSupport_Heal,60,57107,7,5,11,6,6,,4,fortifier,,,5,,,,5,5,5,5,5
Marley walker,MercTank_Debuff,60,60167,7,6,11,6,6,,4,fortifier,,,4,,,,4,4,5,4,4
Marley walker,RavagerDmg_AoE,60,60122,7,6,11,6,6,,4,raider,,,,,3,,4,4,4,3,4
Marley walker,KreeTank_Counter,60,59730,7,5,11,6,6,,4,healer,,,,5,,,5,5,5,5,5
Marley walker,AimSupport_Heal,60,57231,7,5,11,6,6,,4,fortifier,,,4,,,,4,4,4,4,4
Marley walker,Hulk,95,381212,7,7,18,7,7,7,5,skirmisher,purple,,,,,10,,,,,
Marley walker,AntMan,85,191698,7,7,16,6,6,6,4,skirmisher,blue,,,,4,8,3,3,3,3,3
Marley walker,HandDmg_Bonus,60,60465,7,6,11,6,6,,4,striker,,3,,,,,4,4,3,3,4
Marley walker,ShieldDmg_AoE,70,74674,7,5,13,6,6,,4,raider,,,,,5,,5,5,5,5,5
Marley walker,Hawkeye,60,73340,7,7,11,6,6,6,4,raider,,,,,4,,4,4,5,4,5
Marley walker,Quake,65,81218,7,7,12,6,6,6,4,fortifier,,,3,,,,3,3,3,3,3
Marley walker,ShieldTank_Stun,65,67530,7,5,12,6,6,,4,striker,,4,,,,,5,5,5,4,5
Marley walker,Storm,80,171171,7,7,15,7,7,7,5,raider,blue,,7,,8,,3,3,3,3,3
Marley walker,Cable,70,102784,7,7,13,7,6,6,5,striker,,5,,,,,5,5,5,5,5
Marley walker,WinterSoldier,85,182438,7,6,16,6,6,6,5,striker,blue,8,,,5,,3,3,3,3,3
Marley walker,ScarletWitch,96,391141,7,7,18,7,7,7,5,healer,purple,,9,10,,,,,,,
Marley walker,Kingpin,75,122501,7,7,14,6,6,6,4,fortifier,blue,,6,,,,1,1,1,1,1
Marley walker,Vision,75,130297,7,7,14,6,6,6,4,skirmisher,blue,,,,5,8,3,3,3,3,3
Marley walker,HandControl_HealBlock,60,60059,7,6,11,6,6,,4,skirmisher,,,,,,4,4,4,4,4,5
Marley walker,HydraTank_Taunt,60,61045,7,6,11,6,6,,4,skirmisher,,,,,,5,5,5,5,5,5
Marley walker,RavagerSupport_Heal,60,59299,7,5,11,6,6,,4,fortifier,,,5,,,,5,5,5,5,5
Marley walker,HydraDmg_AoE,60,60893,7,6,11,6,6,,4,fortifier,,,5,,,,5,5,5,5,5
Marley walker,Daredevil,85,210259,7,7,16,7,7,7,5,raider,blue,,,,8,,3,3,3,3,3
Marley walker,KreeSupport_HoT,60,57841,7,5,11,6,6,,4,skirmisher,,,,,,5,5,5,5,5,5
Marley walker,MsMarvel,70,97860,7,7,13,6,6,6,4,striker,,4,,,,,5,4,4,4,5
Marley walker,IronFist,80,188514,7,8,15,7,7,7,5,fortifier,blue,,9,,,,4,4,4,4,4
Marley walker,HydraDmg_Single,60,52573,6,5,11,6,6,,4,striker,,5,,,,,5,5,5,5,5
Marley walker,MercDmg_General,60,57172,7,5,11,6,6,,4,skirmisher,,,,,,5,5,5,5,5,5
Marley walker,Nebula,95,352486,7,7,18,7,7,7,5,striker,blue,9,,,,,4,4,4,4,4
Marley walker,Gamora,95,379216,7,7,18,7,7,7,5,striker,blue,9,,,,,4,4,4,4,4
Marley walker,MercDmg_Single,60,60942,7,6,11,6,6,,4,raider,,,,,5,,5,5,5,5,5
Marley walker,KreeDmg_Speed,60,61505,7,6,11,6,6,,4,raider,,,,,5,,5,5,5,5,5
Marley walker,ShieldDmg_Defense,60,57289,7,5,11,6,6,,4,raider,,,,,5,,5,5,5,5,5
Marley walker,AimDmg_Offense,75,91024,7,5,14,6,6,,4,raider,blue,,,,6,,1,1,1,1,1
Marley walker,AimDmg_Speed,60,67962,7,7,11,6,6,,4,skirmisher,,,,,,5,5,5,5,5,5
Marley walker,Sabretooth,95,370143,7,7,18,7,7,7,5,striker,blue,9,,,,,4,4,4,4,4
Marley walker,Deadpool,90,301490,7,8,17,7,7,7,5,skirmisher,blue,,,,,9,4,4,4,4,4
Marley walker,HandSupport_Heal,60,57599,7,5,11,6,6,,4,healer,,,,5,,,5,5,5,5,5
Marley walker,NightNurse,60,66668,7,6,11,6,6,6,4,healer,,,,5,,,5,5,5,5,5
Marley walker,Ronan,60,73464,7,7,11,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Marley walker,Korath,60,78486,7,8,11,6,6,6,4,raider,,,,,4,,4,4,4,4,4
Marley walker,HandTank_Stealth,60,66911,7,7,11,6,6,,4,raider,,,,,4,,4,4,4,4,4
Marley walker,DoctorStrange,70,114841,7,7,13,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Marley walker,Groot,75,114095,7,7,14,6,6,6,4,healer,blue,,,6,,,1,1,1,1,1
Marley walker,Yondu,60,74967,7,7,11,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Marley walker,UltSpiderMan,80,172847,7,7,15,7,7,6,5,healer,blue,,,8,,,3,3,3,3,3
Marley walker,Pyro,61,80704,7,8,11,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Marley walker,KreeControl_Assist,60,57317,7,5,11,6,6,,4,healer,,,,5,,,5,5,5,5,5
Marley walker,CaptainMarvel,75,146562,7,8,14,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
Marley walker,BlackWidow,85,214760,7,7,16,7,6,6,4,striker,blue,9,5,,,,4,4,4,4,4
Marley walker,KreeDmg_Offense,60,55654,7,5,11,6,6,,4,raider,,,,,5,,5,5,5,5,5
Marley walker,Nobu,65,83370,7,7,12,6,6,6,4,fortifier,,,4,,,,4,5,5,5,4
Marley walker,Mystique,70,97338,7,7,13,6,6,6,4,fortifier,,,4,,,,4,4,4,4,4
Marley walker,Loki,90,263638,7,7,17,7,6,7,5,skirmisher,blue,,4,,,9,4,4,4,4,4
Marley walker,Venom,90,281592,7,7,17,7,7,7,5,striker,blue,9,,,,,5,4,5,4,5
Marley walker,UltGreenGoblin,70,94959,7,7,13,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
Marley walker,RocketRaccoon,75,122493,7,7,14,6,6,6,4,raider,blue,,,,8,,3,3,3,3,3
Marley walker,MercSupport_Buffs,70,72494,7,5,13,6,6,,4,fortifier,,,4,,,,4,4,4,5,4
Marley walker,WarMachine,70,95424,7,7,13,6,6,6,4,striker,,4,,,,,5,4,5,4,4
Marley walker,ScientistSupreme,75,169047,7,7,14,6,6,6,4,healer,blue,,,6,,,1,1,1,1,1
Marley walker,Mantis,60,69146,7,7,11,6,6,6,4,healer,,,,3,,,4,4,3,4,4
Marley walker,Juggernaut,75,134383,7,7,14,7,6,6,5,skirmisher,blue,,,,,9,4,4,4,4,4
Marley walker,Wasp,65,84346,7,7,12,6,6,6,5,fortifier,,,4,,,,4,4,4,4,4
Marley walker,CaptainAmerica,95,421825,7,7,18,7,7,7,5,skirmisher,purple,,,,,10,1,,1,1,1
Marley walker,BlackPanther,75,150752,7,7,14,7,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Marley walker,Rhino,65,99695,7,8,12,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Marley walker,MBaku,70,98206,7,7,13,6,6,6,4,raider,,,,,4,,4,4,5,4,5
Marley walker,Thing,75,121213,7,7,14,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Marley walker,Killmonger,70,104366,7,7,13,7,6,6,4,striker,,5,,,,,5,5,5,5,5
Marley walker,Thanos,75,144457,7,7,14,7,6,6,5,fortifier,blue,,9,,,,4,4,4,4,4
Marley walker,Mysterio,70,102090,7,7,13,6,6,6,4,fortifier,,,4,,,,4,4,4,4,4
Marley walker,Vulture,80,145416,7,5,15,6,6,6,4,raider,blue,7,,,8,,4,3,4,4,4
Marley walker,AimControl_Infect,60,59023,7,5,11,6,6,,4,striker,,5,,,,,5,5,5,5,5
Marley walker,Shocker,70,103448,7,7,13,6,6,6,4,striker,,4,,,,,4,5,5,4,4
Marley walker,IronMan,90,322432,7,8,17,7,7,7,5,raider,purple,,,,10,9,,,,,
Marley walker,AmericaChavez,65,87415,7,7,12,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Marley walker,Falcon,60,71456,7,7,11,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
Marley walker,ElsaBloodstone,60,75032,7,7,11,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
Marley walker,Okoye,75,125919,7,7,14,7,6,6,4,skirmisher,,,,,,4,5,4,4,5,5
Marley walker,Psylocke,95,377206,7,7,18,7,7,7,5,striker,purple,10,,9,,,,,,,
Marley walker,Rescue,85,211194,7,7,16,7,6,6,4,healer,blue,,,9,,,4,4,4,4,4
Marley walker,HumanTorch,60,73545,7,7,11,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Marley walker,Carnage,90,295924,7,7,17,7,7,7,5,skirmisher,purple,,,,7,10,1,1,1,1,1
Marley walker,Minerva,85,193214,7,7,16,7,6,6,5,raider,blue,,,,9,,4,4,4,4,4
Marley walker,MrFantastic,85,201861,7,7,16,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Marley walker,Hela,95,480060,7,9,18,7,7,7,5,raider,purple,,,,10,,,,1,1,1
Marley walker,Heimdall,65,86774,7,7,12,6,6,6,4,healer,,,,4,,,4,4,4,4,4
Marley walker,Thor,70,100406,7,7,13,6,6,6,5,striker,,4,,,,,5,5,5,4,4
Marley walker,MrSinister,80,186479,7,7,15,7,7,7,5,skirmisher,blue,,,,,9,4,4,4,4,4
Marley walker,Graviton,70,82361,7,5,13,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Marley walker,Colossus,80,178462,7,7,15,7,6,6,5,striker,blue,8,,,,,3,3,3,3,3
Marley walker,Stryfe,75,124011,7,7,14,6,6,6,4,fortifier,blue,5,8,,,,3,3,3,3,3
Marley walker,Sif,80,175318,7,7,15,7,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Marley walker,Shuri,85,240465,7,7,16,7,7,7,5,healer,purple,,,10,,,,,,,
Marley walker,YoYo,60,77055,7,7,11,6,6,6,4,skirmisher,,,,4,,5,5,5,5,5,5
Marley walker,Crystal,70,88914,7,6,13,6,6,6,4,raider,,,,,4,,5,4,4,4,4
Marley walker,Taskmaster,75,133233,7,7,14,7,6,6,4,skirmisher,blue,,,,4,8,3,3,3,3,3
Marley walker,Namor,85,220676,7,7,16,7,7,6,4,raider,blue,,,,9,5,4,4,4,4,4
Marley walker,Domino,70,99969,7,7,13,7,6,6,4,healer,,,,5,,,5,5,5,5,5
Marley walker,Negasonic,75,108290,7,5,14,7,6,6,4,raider,blue,5,,,8,,3,3,3,3,3
Marley walker,Toad,60,72342,7,7,11,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
Marley walker,Karnak,75,130583,7,7,14,7,6,6,5,skirmisher,blue,,,,,7,2,2,2,2,2
Marley walker,SymbioteSpiderMan,75,138385,7,8,14,6,6,6,4,raider,blue,4,,,8,,3,3,3,3,3
Marley walker,Blob,60,72118,7,7,11,6,6,6,4,raider,,,,,4,,4,4,4,4,5
Marley walker,Magneto,100,582204,7,8,19,7,7,7,5,raider,purple,,8,,11,,1,1,1,1,1
Marley walker,GhostRider,60,78139,7,7,11,6,6,6,4,raider,,,,,4,,4,4,4,4,4
Marley walker,Beast,70,100307,7,7,13,7,6,6,4,healer,,,,5,,,5,5,5,5,5
Marley walker,SquirrelGirl,80,189826,7,7,15,7,7,7,5,healer,blue,,,9,,,4,4,4,4,4
Marley walker,X23,80,181460,7,7,15,7,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Marley walker,Swarm,85,203611,7,7,16,6,6,6,4,striker,blue,9,,,,4,4,4,4,4,4
Marley walker,CorvusGlaive,80,170271,7,8,15,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Marley walker,Coulson,75,122864,7,7,14,6,6,6,4,striker,,4,3,,,,5,4,4,4,5
Marley walker,Ironheart,56,54050,7,6,10,6,5,5,4,fortifier,,,5,,,,5,5,5,5,5
Marley walker,Scream,70,95584,7,7,13,6,6,6,4,fortifier,,,4,,,,4,4,4,4,4
Marley walker,StarLord,75,99253,7,5,14,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Marley walker,Zemo,65,84393,7,7,12,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Marley walker,ProximaMidnight,75,119004,7,7,14,6,6,6,4,skirmisher,,,,,,4,5,4,5,5,5
Marley walker,EmmaFrost,85,196830,7,7,16,6,6,6,4,fortifier,purple,5,10,5,5,5,,,,,
Marley walker,Stature,65,87681,7,8,12,6,6,6,4,fortifier,,,5,4,,,5,5,5,5,5
Marley walker,Electro,85,195551,7,7,16,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
Marley walker,Cyclops,80,162386,7,5,15,7,7,7,5,striker,blue,8,,,,,3,3,3,3,3
Marley walker,CullObsidian,75,147534,7,7,14,7,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Marley walker,Shatterstar,87,200313,7,7,16,6,6,6,4,raider,blue,,,,9,5,5,4,5,4,5
Marley walker,Yellowjacket,85,205810,7,8,16,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Marley walker,Ghost,70,94960,7,7,13,6,6,6,4,raider,,,,,4,,4,4,4,4,5
Marley walker,NickFury,95,380210,7,8,18,7,7,7,5,healer,blue,,9,9,,,4,4,4,4,4
Marley walker,Yelena,65,72242,7,5,12,6,6,6,4,skirmisher,,,,,,4,5,5,4,5,5
Marley walker,WhiteTiger,60,72661,7,7,11,6,6,6,4,striker,,4,,,,,5,5,4,5,5
Marley walker,Bishop,75,146195,7,9,14,6,6,6,4,striker,blue,8,5,,,,3,3,3,3,3
Marley walker,KittyPryde,75,131335,7,7,14,6,6,6,4,skirmisher,blue,,,,5,8,3,3,3,3,3
Marley walker,InvisibleWoman,80,139538,7,7,15,6,6,6,4,healer,,,,4,,,5,5,5,4,5
Marley walker,AntiVenom,75,130055,7,7,14,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
Marley walker,Iceman,65,86172,7,7,12,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Marley walker,SheHulk,90,284870,7,7,17,7,7,7,5,raider,purple,,,,10,,,,,,
Marley walker,MoonKnight,75,179736,7,8,14,6,6,6,4,raider,blue,,,,9,5,4,4,4,4,4
Marley walker,MultipleMan,85,201462,7,7,16,7,6,6,4,healer,purple,,,10,8,,,,,,
Marley walker,RedGuardian,63,76447,7,7,11,6,6,6,4,skirmisher,,,,,,5,5,5,5,5,5
Marley walker,SilverSurfer,100,926599,7,9,19,7,7,7,5,fortifier,purple,,12,,,,2,2,2,2,2
Marley walker,Sybil,95,414959,7,7,18,7,7,7,5,skirmisher,purple,,,,,10,,,,,
Marley walker,RedSkull,70,99226,7,7,13,7,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Marley walker,Polaris,85,203063,7,7,16,7,6,6,5,raider,blue,,,,9,5,4,4,4,4,4
Marley walker,Ultron,95,452864,7,10,18,7,7,7,5,striker,blue,9,,,7,,4,4,4,4,4
Marley walker,PhylaVell,85,219121,7,7,16,7,7,6,5,skirmisher,blue,,,,,9,4,4,4,4,4
Marley walker,Longshot,85,186066,7,7,16,6,6,6,4,raider,blue,,,,9,7,4,4,4,4,4
Marley walker,SharonCarter,85,198187,7,7,16,7,6,6,5,skirmisher,blue,,,,,8,3,3,3,3,3
Marley walker,BlackBolt,85,266092,7,8,16,7,7,7,5,raider,blue,,,,9,,4,4,4,4,4
Marley walker,EbonyMaw,80,181566,7,7,15,7,6,6,5,healer,blue,,,9,,,4,4,4,4,4
Marley walker,SamWilson,85,255413,7,7,16,7,7,7,5,striker,purple,10,,,,,,,,,
Marley walker,Deathpool,95,497092,7,8,18,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Marley walker,MistyKnight,85,188074,7,7,16,7,6,6,4,skirmisher,blue,,,,,8,3,3,3,3,3
Marley walker,ShangChi,95,413674,7,8,18,7,7,7,5,raider,purple,,,,10,,,,,,
Marley walker,Moondragon,80,223741,7,7,15,7,6,6,5,fortifier,blue,,7,,,,2,2,2,2,2
Marley walker,Ultimus,95,372581,7,2,18,7,6,7,5,striker,purple,12,,,,,2,2,2,2,2
Marley walker,Cloak,95,415541,7,8,18,7,7,7,5,fortifier,purple,,10,,,,,,,,
Marley walker,Phoenix,70,121814,7,7,13,7,6,7,5,raider,,,,,4,,4,4,4,4,4
Marley walker,SilverSamurai,95,474770,7,10,18,7,7,7,5,skirmisher,purple,,,,8,11,1,1,1,1,1
Marley walker,MariaHill,85,193381,7,7,16,7,6,6,5,healer,blue,,,8,,8,3,3,3,3,3
Marley walker,LadyDeathstrike,100,966804,7,8,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Marley walker,Sersi,95,405692,7,7,18,7,7,7,5,fortifier,purple,,10,,,,,,,,
Marley walker,Ikaris,95,440136,7,8,18,7,7,7,5,striker,purple,11,,,,,1,1,1,1,1
Marley walker,Dagger,95,424081,7,8,18,7,7,7,5,raider,purple,,,,10,,,,,,
Marley walker,Jubilee,80,166042,7,7,15,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
Marley walker,Magik,75,129876,7,7,14,7,6,6,5,skirmisher,blue,,,,,7,2,2,2,2,2
Marley walker,ScarletSpider,70,103279,7,7,13,6,6,6,4,raider,,,,,4,,4,4,4,4,4
Marley walker,DoctorOctopus,95,463889,7,8,18,7,7,7,5,striker,purple,11,,,,,1,1,1,1,1
Marley walker,SpiderPunk,75,121384,7,7,14,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Marley walker,GhostSpider,95,391206,7,7,18,7,6,6,5,raider,purple,,,,10,4,,,,,
Marley walker,KateBishop,85,207394,7,7,16,7,6,6,4,skirmisher,purple,,,,,10,,,,,
Marley walker,DoctorVoodoo,50,48429,7,7,9,5,5,5,3,healer,,,,5,,,5,5,5,5,5
Marley walker,AdamWarlock,85,261053,7,8,16,7,7,7,5,skirmisher,blue,,,,,9,4,4,4,4,4
Marley walker,ColleenWing,85,222918,7,7,16,7,7,7,5,striker,blue,9,,,,,4,4,4,4,4
Marley walker,StrangeSupreme,95,428870,7,8,18,7,7,7,5,fortifier,purple,,11,,,,1,1,1,1,1
Marley walker,Morbius,56,61368,7,7,10,6,5,5,4,healer,,,,4,,,4,4,4,4,4
Marley walker,MadelynePryor,70,95992,7,7,13,6,6,6,4,raider,,,,,3,,3,3,3,3,3
Marley walker,Fantomex,95,400288,7,8,18,7,7,7,5,raider,purple,,,,11,7,1,1,1,1,1
Marley walker,NicoMinoru,70,103046,7,7,13,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Marley walker,TChalla,60,77371,7,7,11,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Marley walker,Wong,96,407029,7,7,18,7,7,7,5,fortifier,purple,,10,,,,,,,,
Marley walker,Gambit,95,452978,7,8,18,7,7,7,5,raider,purple,,,,10,,,,,,
Marley walker,Sunfire,90,289995,7,7,17,7,7,7,5,striker,purple,10,,,,9,,,,,
Marley walker,JaneThor,70,104897,7,7,13,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Marley walker,AgathaHarkness,100,766740,7,7,19,7,7,7,5,healer,purple,,,10,,,,1,,1,1
Marley walker,SpiderWoman,70,105462,7,7,13,6,6,6,4,striker,,5,,,4,,5,5,5,5,5
Marley walker,Valkyrie,65,87772,7,7,12,6,6,6,4,striker,,4,,,,,4,4,4,4,4
Marley walker,MorganLeFay,97,455413,7,6,18,7,8,7,6,raider,purple,,,,10,,,,,,
Marley walker,VivVision,80,168246,7,7,15,7,6,6,4,striker,blue,8,,4,,,3,3,3,3,3
Marley walker,Echo,80,175738,7,9,15,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
Marley walker,OmegaRed,95,466265,7,8,18,7,7,7,5,striker,purple,11,,,,,1,1,1,1,1
Marley walker,SpiderWeaver,95,432583,7,7,18,7,7,7,5,striker,purple,11,4,,,,1,1,1,1,1
Marley walker,Rogue,95,348081,6,5,18,8,7,7,6,striker,purple,10,,,8,,,,,,
Marley walker,Doom,85,130658,5,2,16,7,6,6,5,striker,blue,9,,,,,4,5,5,4,4
Marley walker,Deathlok,85,222834,7,7,16,7,6,7,5,raider,blue,,,,9,,4,4,4,4,4
Marley walker,Nakia,65,103358,7,8,12,6,6,6,5,raider,,,,,5,,5,5,5,5,5
Marley walker,Hulkbuster,75,129238,6,6,14,6,6,7,5,striker,blue,9,,,,5,4,4,4,4,4
Marley walker,BlackPantherBC,60,76038,7,7,11,6,6,6,4,striker,,3,,,,,3,3,3,3,3
Marley walker,Nemesis,95,423295,7,8,18,7,7,7,5,striker,purple,10,,,,,,,,,
Marley walker,AmadeusCho,90,324614,7,8,17,7,7,7,5,raider,purple,,,,10,,,,,,
Marley walker,Dazzler,95,371329,7,7,18,7,7,7,5,raider,purple,,,,10,8,,,,,
